avg_pkt_size,pkt_count,flow_duration_sec,bytes_per_sec,dst_port,protocol_tcp,protocol_udp,has_sni,inter_arrival_mean,inter_arrival_std,pkt_size_std,label
1191.18,11,0.001,13103000.0,80,1,0,0,0.09,0.02,191.47,NORMAL
908.0,1,8.0,113.5,21,1,0,0,8000.0,3061.97,194.59,MALWARE_C2
1.01,113,0.001,114000.0,59697,0,1,0,0.01,0.0,0.24,NORMAL
5892.13,15,0.001,88382000.0,20,1,0,0,0.07,0.0,1035.36,NORMAL
0.0,144,0.001,0.0,60821,1,0,0,0.01,0.0,0.0,DOS_ATTACK
403.46,13,0.001,5245000.0,80,1,0,0,0.08,0.01,139.61,NORMAL
104.69,29,0.001,3036000.0,80,1,0,0,0.03,0.0,18.53,NORMAL
72.71,49,0.001,3563000.0,80,1,0,0,0.02,0.01,15.8,NORMAL
0.0,266,0.001,0.0,46220,1,0,0,0.0,0.0,0.0,DOS_ATTACK
433.75,8,0.001,3470000.0,80,1,0,0,0.12,0.05,86.22,NORMAL
0.0,281,0.001,0.0,50968,1,0,0,0.0,0.0,0.0,DOS_ATTACK
15713.5,4,0.001,62854000.0,80,1,0,0,0.25,0.07,3418.3,DOS_ATTACK
0.0,1,0.001,0.0,23,1,0,0,1.0,0.39,0.0,PORT_SCAN
1.34,68,0.001,91000.0,35142,0,1,0,0.01,0.01,0.07,NORMAL
268.67,3,0.001,806000.0,80,1,0,0,0.33,0.13,79.64,NORMAL
5182.0,1,0.001,5182000.0,80,1,0,0,1.0,0.15,453.3,NORMAL
0.0,239,0.001,0.0,64307,1,0,0,0.0,0.0,0.0,DOS_ATTACK
0.0,201,0.001,0.0,14124,1,0,0,0.0,0.0,0.0,DOS_ATTACK
759.0,1,282.0,2.69,21,1,0,0,282000.0,67462.31,115.52,MALWARE_C2
738.0,1,0.001,738000.0,80,1,0,0,1.0,0.23,193.04,NORMAL
0.0,280,0.001,0.0,62732,1,0,0,0.0,0.0,0.0,DOS_ATTACK
44.0,1,7428.0,0.01,23,1,0,0,7428000.0,2784048.31,10.12,DOS_ATTACK
84.75,8,0.001,678000.0,80,1,0,0,0.12,0.03,18.5,NORMAL
121.0,1,4.0,30.25,27002,1,0,0,4000.0,1557.25,16.92,MALWARE_C2
141809.0,2,280.0,1012.92,20,1,0,0,140000.0,45496.29,31138.77,MALWARE_C2
824.0,3,0.001,2472000.0,80,1,0,0,0.33,0.02,274.63,NORMAL
4484.5,2,0.001,8969000.0,80,1,0,0,0.5,0.04,633.27,NORMAL
0.0,412,0.001,0.0,35410,1,0,0,0.0,0.0,0.0,PORT_SCAN
28.63,30,0.001,859000.0,80,1,0,0,0.03,0.01,5.4,NORMAL
0.0,4,0.001,0.0,23,1,0,0,0.25,0.05,0.0,PORT_SCAN
0.0,109,0.001,0.0,36236,1,0,0,0.01,0.0,0.0,DOS_ATTACK
0.0,114,0.001,0.0,25,1,0,0,0.01,0.0,0.0,DOS_ATTACK
44.95,19,0.001,854000.0,80,1,0,0,0.05,0.01,4.27,NORMAL
0.0,216,0.001,0.0,61686,1,0,0,0.0,0.0,0.0,DOS_ATTACK
83.0,1,0.001,83000.0,25,1,0,0,1.0,0.38,13.41,NORMAL
395.5,2,0.001,791000.0,80,1,0,0,0.5,0.16,22.98,NORMAL
248.38,8,0.001,1987000.0,80,1,0,0,0.12,0.02,78.05,NORMAL
0.0,251,0.001,0.0,7596,1,0,0,0.0,0.0,0.0,DOS_ATTACK
645.0,1,0.001,645000.0,80,1,0,0,1.0,0.06,204.21,NORMAL
368.09,11,0.001,4049000.0,80,1,0,0,0.09,0.01,66.0,NORMAL
15.0,1,8092.0,0.0,23,1,0,0,8092000.0,1490368.42,3.32,DOS_ATTACK
801.0,2,0.001,1602000.0,80,1,0,0,0.5,0.03,206.17,NORMAL
25.83,24,0.001,620000.0,80,1,0,0,0.04,0.01,8.8,NORMAL
0.0,267,0.001,0.0,53526,1,0,0,0.0,0.0,0.0,DOS_ATTACK
0.0,231,0.001,0.0,39544,1,0,0,0.0,0.0,0.0,DOS_ATTACK
1480.0,1,0.001,1480000.0,33475,0,0,0,1.0,0.33,436.9,DOS_ATTACK
382.25,4,0.001,1529000.0,80,1,0,0,0.25,0.07,22.19,NORMAL
48.85,26,0.001,1270000.0,80,1,0,0,0.04,0.01,5.07,NORMAL
283.4,5,0.001,1417000.0,80,1,0,0,0.2,0.04,82.88,NORMAL
0.0,58,0.001,0.0,79,1,0,0,0.02,0.0,0.0,DOS_ATTACK
12.0,3,0.001,36000.0,35481,1,0,0,0.33,0.03,0.91,PORT_SCAN
3579.67,3,0.001,10739000.0,80,1,0,0,0.33,0.07,532.98,NORMAL
1699.0,1,0.001,1699000.0,20,1,0,0,1.0,0.35,437.73,NORMAL
88.36,14,0.001,1237000.0,80,1,0,0,0.07,0.01,10.32,NORMAL
386.5,8,0.001,3092000.0,80,1,0,0,0.12,0.03,87.44,NORMAL
0.0,103,0.001,0.0,57776,1,0,0,0.01,0.0,0.0,DOS_ATTACK
0.0,1,0.001,0.0,15796,1,0,0,1.0,0.22,0.0,MALWARE_C2
121.0,1,3.0,40.33,48087,1,0,0,3000.0,524.91,21.76,MALWARE_C2
83.0,1,0.001,83000.0,25,1,0,0,1.0,0.13,12.42,NORMAL
802.33,6,0.001,4814000.0,80,1,0,0,0.17,0.06,139.1,NORMAL
52.33,3,0.001,157000.0,3548,0,1,0,0.33,0.11,10.62,NORMAL
0.0,1,0.001,0.0,11711,1,0,0,1.0,0.13,0.0,PORT_SCAN
0.0,119,0.001,0.0,30645,1,0,0,0.01,0.0,0.0,DOS_ATTACK
0.0,497,0.001,0.0,30624,1,0,0,0.0,0.0,0.0,PORT_SCAN
183.0,1,0.001,183000.0,21,1,0,0,1.0,0.33,14.67,MALWARE_C2
0.0,217,0.001,0.0,50414,1,0,0,0.0,0.0,0.0,DOS_ATTACK
0.0,106,0.001,0.0,8549,1,0,0,0.01,0.0,0.0,DOS_ATTACK
1325.0,1,1.0,1325.0,25,1,0,0,1000.0,352.4,142.47,NORMAL
0.0,239,0.001,0.0,45320,1,0,0,0.0,0.0,0.0,DOS_ATTACK
1805.0,1,31.0,58.23,23,1,0,0,31000.0,12024.5,220.61,MALWARE_C2
1013.5,2,0.001,2027000.0,80,1,0,0,0.5,0.08,279.66,NORMAL
0.0,117,0.001,0.0,54609,1,0,0,0.01,0.0,0.0,DOS_ATTACK
42.92,25,0.001,1073000.0,80,1,0,0,0.04,0.01,8.91,NORMAL
14247.0,1,0.001,14247000.0,80,1,0,0,1.0,0.3,4482.32,NORMAL
0.0,228,0.001,0.0,31683,1,0,0,0.0,0.0,0.0,DOS_ATTACK
15.0,1,8080.0,0.0,23,1,0,0,8080000.0,2301771.5,2.23,DOS_ATTACK
15.0,1,8124.0,0.0,23,1,0,0,8124000.0,2215724.99,4.17,DOS_ATTACK
167.33,3,0.001,502000.0,80,1,0,0,0.33,0.08,36.54,NORMAL
0.0,259,0.001,0.0,48134,1,0,0,0.0,0.0,0.0,DOS_ATTACK
43.31,16,0.001,693000.0,80,1,0,0,0.06,0.01,3.83,NORMAL
5.97,173,0.001,1032000.0,29510,0,0,0,0.01,0.0,0.42,DOS_ATTACK
0.0,282,0.001,0.0,34744,1,0,0,0.0,0.0,0.0,DOS_ATTACK
98.67,6,0.001,592000.0,80,1,0,0,0.17,0.03,21.43,NORMAL
0.99,511,0.001,508000.0,64689,0,0,0,0.0,0.0,0.05,DOS_ATTACK
0.0,1,0.001,0.0,18013,1,0,0,1.0,0.36,0.0,PORT_SCAN
0.0,132,0.001,0.0,45580,1,0,0,0.01,0.0,0.0,DOS_ATTACK
455.0,1,0.001,455000.0,79,1,0,0,1.0,0.27,23.45,NORMAL
0.58,208,0.001,121000.0,44752,0,1,0,0.0,0.0,0.06,NORMAL
149.0,2,0.001,298000.0,23,1,0,0,0.5,0.11,22.38,MALWARE_C2
0.0,226,0.001,0.0,44659,1,0,0,0.0,0.0,0.0,DOS_ATTACK
296.67,3,0.001,890000.0,80,1,0,0,0.33,0.04,67.58,NORMAL
12.0,7,0.001,84000.0,65084,0,1,0,0.14,0.01,4.2,NORMAL
6.46,13,0.001,84000.0,49829,0,1,0,0.08,0.02,1.62,NORMAL
6100.0,1,0.001,6100000.0,80,1,0,0,1.0,0.07,447.92,NORMAL
44.0,1,0.001,44000.0,23,1,0,0,1.0,0.38,12.72,DOS_ATTACK
389.73,11,0.001,4287000.0,80,1,0,0,0.09,0.03,88.04,NORMAL
44.0,1,7554.0,0.01,23,1,0,0,7554000.0,1063452.28,9.0,DOS_ATTACK
604.0,1,0.001,604000.0,80,1,0,0,1.0,0.26,122.18,NORMAL
0.0,218,0.001,0.0,61777,1,0,0,0.0,0.0,0.0,DOS_ATTACK
14.67,3,0.001,44000.0,1169,1,0,0,0.33,0.12,1.61,PORT_SCAN
33.67,15,0.001,505000.0,80,1,0,0,0.07,0.03,3.67,NORMAL
639.25,4,0.001,2557000.0,80,1,0,0,0.25,0.08,59.97,NORMAL
21.0,4,0.001,84000.0,51895,0,1,0,0.25,0.07,3.09,NORMAL
0.0,131,0.001,0.0,56103,1,0,0,0.01,0.0,0.0,DOS_ATTACK
0.0,269,0.001,0.0,32430,1,0,0,0.0,0.0,0.0,DOS_ATTACK
6596.73,11,2079.0,34.9,80,1,0,0,189000.0,65362.34,1393.89,DOS_ATTACK
8.0,1,0.001,8000.0,54987,0,0,0,1.0,0.23,0.95,PORT_SCAN
0.0,1,0.001,0.0,23,1,0,0,1.0,0.15,0.0,PORT_SCAN
0.0,109,0.001,0.0,26245,1,0,0,0.01,0.0,0.0,DOS_ATTACK
2247.25,4,0.001,8989000.0,80,1,0,0,0.25,0.03,454.1,NORMAL
44.0,1,7466.0,0.01,23,1,0,0,7466000.0,644610.18,5.55,DOS_ATTACK
312.0,1,0.001,312000.0,23,1,0,0,1.0,0.11,86.0,MALWARE_C2
0.0,200,0.001,0.0,26567,1,0,0,0.01,0.0,0.0,DOS_ATTACK
1480.0,1,0.001,1480000.0,36273,0,0,0,1.0,0.21,412.28,DOS_ATTACK
964.0,3,1.0,2892.0,25,1,0,0,333.33,125.69,146.65,DOS_ATTACK
46.16,19,0.001,877000.0,80,1,0,0,0.05,0.01,15.75,NORMAL
0.0,267,0.001,0.0,59073,1,0,0,0.0,0.0,0.0,DOS_ATTACK
15.0,1,8169.0,0.0,23,1,0,0,8169000.0,580371.49,2.39,DOS_ATTACK
0.0,286,0.001,0.0,11679,1,0,0,0.0,0.0,0.0,DOS_ATTACK
0.0,179,0.001,0.0,26020,1,0,0,0.01,0.0,0.0,DOS_ATTACK
0.0,203,0.001,0.0,22763,1,0,0,0.0,0.0,0.0,DOS_ATTACK
0.0,273,0.001,0.0,57392,1,0,0,0.0,0.0,0.0,DOS_ATTACK
0.0,239,0.001,0.0,16242,1,0,0,0.0,0.0,0.0,DOS_ATTACK
0.0,461,0.001,0.0,24737,1,0,0,0.0,0.0,0.0,PORT_SCAN
0.0,198,0.001,0.0,34990,1,0,0,0.01,0.0,0.0,DOS_ATTACK
763.0,1,282.0,2.71,21,1,0,0,282000.0,61690.74,144.13,MALWARE_C2
0.0,110,0.001,0.0,14831,1,0,0,0.01,0.0,0.0,DOS_ATTACK
0.0,216,0.001,0.0,44246,1,0,0,0.0,0.0,0.0,DOS_ATTACK
753.0,1,281.0,2.68,21,1,0,0,281000.0,30940.48,63.38,MALWARE_C2
1108.88,8,0.001,8871000.0,80,1,0,0,0.12,0.04,174.37,NORMAL
0.0,158,0.001,0.0,43524,1,0,0,0.01,0.0,0.0,DOS_ATTACK
44.0,1,7526.0,0.01,23,1,0,0,7526000.0,1740131.39,8.97,DOS_ATTACK
13515.5,2,0.001,27031000.0,80,1,0,0,0.5,0.15,4433.97,NORMAL
0.0,242,0.001,0.0,20204,1,0,0,0.0,0.0,0.0,DOS_ATTACK
0.0,272,0.001,0.0,45978,1,0,0,0.0,0.0,0.0,DOS_ATTACK
5803.67,12,2079.0,33.5,80,1,0,0,173250.0,56341.84,997.49,DOS_ATTACK
106.4,10,0.001,1064000.0,80,1,0,0,0.1,0.01,32.34,NORMAL
0.0,510,0.001,0.0,27816,1,0,0,0.0,0.0,0.0,PORT_SCAN
0.0,444,0.001,0.0,25077,1,0,0,0.0,0.0,0.0,PORT_SCAN
295.0,1,0.001,295000.0,23,1,0,0,1.0,0.06,26.92,MALWARE_C2
4362.0,1,1.0,4362.0,25,1,0,0,1000.0,98.21,1253.16,NORMAL
1.58,321,0.001,508000.0,45831,0,0,0,0.0,0.0,0.1,DOS_ATTACK
0.73,120,0.001,88000.0,47176,0,1,0,0.01,0.0,0.19,NORMAL
11796.0,1,0.001,11796000.0,80,1,0,0,1.0,0.08,1704.88,NORMAL
30.15,20,0.001,603000.0,80,1,0,0,0.05,0.01,2.24,NORMAL
0.63,139,0.001,88000.0,40266,0,1,0,0.01,0.0,0.2,NORMAL
119.0,1,4.0,29.75,26577,1,0,0,4000.0,254.44,26.17,MALWARE_C2
0.0,148,0.001,0.0,50529,1,0,0,0.01,0.0,0.0,DOS_ATTACK
0.0,233,0.001,0.0,60732,1,0,0,0.0,0.0,0.0,DOS_ATTACK
0.44,205,0.001,90000.0,7277,0,1,0,0.0,0.0,0.15,NORMAL
0.0,139,0.001,0.0,64957,1,0,0,0.01,0.0,0.0,DOS_ATTACK
132.73,11,0.001,1460000.0,80,1,0,0,0.09,0.02,12.5,NORMAL
44.0,1,7510.0,0.01,23,1,0,0,7510000.0,2379457.71,15.02,DOS_ATTACK
0.0,200,0.001,0.0,79,1,0,0,0.01,0.0,0.0,DOS_ATTACK
22905.0,1,0.001,22905000.0,25,1,0,0,1.0,0.22,2657.77,NORMAL
622.33,6,0.001,3734000.0,80,1,0,0,0.17,0.06,195.54,NORMAL
44.0,2,0.001,88000.0,40763,0,1,0,0.5,0.07,2.45,NORMAL
1532.0,1,27.0,56.74,21,1,0,0,27000.0,6116.45,288.95,NORMAL
183.0,1,0.001,183000.0,21,1,0,0,1.0,0.06,22.1,MALWARE_C2
0.0,209,0.001,0.0,26504,1,0,0,0.0,0.0,0.0,DOS_ATTACK
15.0,1,1.0,15.0,23,1,0,0,1000.0,274.44,4.47,PORT_SCAN
126.43,7,0.001,885000.0,80,1,0,0,0.14,0.05,29.12,NORMAL
0.0,110,0.001,0.0,80,1,0,0,0.01,0.0,0.0,DOS_ATTACK
364.06,18,0.001,6553000.0,80,1,0,0,0.06,0.01,123.2,NORMAL
291.5,2,0.001,583000.0,80,1,0,0,0.5,0.04,29.74,NORMAL
0.0,445,0.001,0.0,65293,1,0,0,0.0,0.0,0.0,PORT_SCAN
0.0,217,0.001,0.0,34363,1,0,0,0.0,0.0,0.0,DOS_ATTACK
44.0,1,0.001,44000.0,23,1,0,0,1.0,0.14,15.07,DOS_ATTACK
389.0,4,0.001,1556000.0,80,1,0,0,0.25,0.07,30.79,NORMAL
45.85,13,0.001,596000.0,80,1,0,0,0.08,0.02,9.46,NORMAL
9070.5,8,2069.0,35.07,80,1,0,0,258625.0,79935.85,977.68,DOS_ATTACK
12.0,1,0.001,12000.0,20,1,0,0,1.0,0.25,2.56,MALWARE_C2
388.0,11,0.001,4268000.0,80,1,0,0,0.09,0.03,52.97,NORMAL
486.33,3,0.001,1459000.0,80,1,0,0,0.33,0.03,114.72,NORMAL
105.0,1,0.001,105000.0,5122,0,1,0,1.0,0.06,21.03,NORMAL
14.4,70,0.001,1008000.0,42292,0,0,0,0.01,0.0,2.95,DOS_ATTACK
132.42,26,0.001,3443000.0,80,1,0,0,0.04,0.01,42.14,NORMAL
33.0,1,0.001,33000.0,49614,0,1,0,1.0,0.37,6.28,NORMAL
275.14,7,0.001,1926000.0,80,1,0,0,0.14,0.03,64.41,NORMAL
1109.31,13,0.001,14421000.0,80,1,0,0,0.08,0.0,186.47,NORMAL
50.64,11,0.001,557000.0,80,1,0,0,0.09,0.02,2.61,NORMAL
0.32,325,0.001,103000.0,15001,0,1,0,0.0,0.0,0.06,NORMAL
0.0,195,0.001,0.0,16034,1,0,0,0.01,0.0,0.0,DOS_ATTACK
226.5,10,0.001,2265000.0,80,1,0,0,0.1,0.01,71.61,NORMAL
15713.5,4,0.001,62854000.0,80,1,0,0,0.25,0.05,1013.32,DOS_ATTACK
66.15,34,0.001,2249000.0,80,1,0,0,0.03,0.0,13.16,NORMAL
0.0,148,0.001,0.0,60451,1,0,0,0.01,0.0,0.0,DOS_ATTACK
0.65,178,0.001,115000.0,58823,0,1,0,0.01,0.0,0.03,NORMAL
26.5,38,0.001,1007000.0,80,1,0,0,0.03,0.0,1.95,NORMAL
0.21,511,0.001,106000.0,15888,0,1,0,0.0,0.0,0.07,NORMAL
0.0,1,0.001,0.0,64599,1,0,0,1.0,0.34,0.0,PORT_SCAN
12.0,1,0.001,12000.0,20,1,0,0,1.0,0.26,2.21,MALWARE_C2
9269.5,6,0.001,55617000.0,80,1,0,0,0.17,0.04,1407.25,NORMAL
0.0,202,0.001,0.0,113,1,0,0,0.0,0.0,0.0,DOS_ATTACK
1480.0,1,0.001,1480000.0,52073,0,0,0,1.0,0.34,251.56,DOS_ATTACK
0.0,35,0.001,0.0,80,1,0,0,0.03,0.01,0.0,DOS_ATTACK
0.2,505,0.001,103000.0,17114,0,1,0,0.0,0.0,0.04,NORMAL
1380.1,42,902.0,64.26,80,1,0,0,21476.19,2775.74,314.07,DOS_ATTACK
0.0,1,0.001,0.0,23,1,0,0,1.0,0.1,0.0,PORT_SCAN
1719.0,1,1.0,1719.0,25,1,0,0,1000.0,358.87,375.88,NORMAL
1.1,80,0.001,88000.0,13106,0,1,0,0.01,0.0,0.36,NORMAL
0.0,29,0.001,0.0,80,1,0,0,0.03,0.01,0.0,DOS_ATTACK
0.0,124,0.001,0.0,47857,1,0,0,0.01,0.0,0.0,DOS_ATTACK
0.0,117,0.001,0.0,17228,1,0,0,0.01,0.0,0.0,DOS_ATTACK
1899.0,1,0.001,1899000.0,80,1,0,0,1.0,0.32,347.01,NORMAL
763.0,1,282.0,2.71,21,1,0,0,282000.0,42742.73,247.14,MALWARE_C2
0.0,224,0.001,0.0,21116,1,0,0,0.0,0.0,0.0,DOS_ATTACK
0.0,234,0.001,0.0,7051,1,0,0,0.0,0.0,0.0,DOS_ATTACK
111.89,9,0.001,1007000.0,80,1,0,0,0.11,0.04,6.81,NORMAL
1832.0,1,1.0,1832.0,25,1,0,0,1000.0,107.36,508.58,NORMAL
2076.0,1,0.001,2076000.0,25,1,0,0,1.0,0.34,697.26,NORMAL
121.0,1,4.0,30.25,35076,1,0,0,4000.0,829.76,26.36,MALWARE_C2
4407.0,1,0.001,4407000.0,80,1,0,0,1.0,0.17,706.06,NORMAL
0.0,189,0.001,0.0,51490,1,0,0,0.01,0.0,0.0,DOS_ATTACK
0.0,509,0.001,0.0,25641,1,0,0,0.0,0.0,0.0,PORT_SCAN
0.0,1,0.001,0.0,23,1,0,0,1.0,0.1,0.0,PORT_SCAN
522.89,9,0.001,4706000.0,80,1,0,0,0.11,0.02,146.19,NORMAL
763.0,1,281.0,2.72,21,1,0,0,281000.0,38939.3,121.8,MALWARE_C2
6529.0,2,0.001,13058000.0,80,1,0,0,0.5,0.05,1463.79,NORMAL
249.0,20,0.001,4980000.0,80,1,0,0,0.05,0.02,20.6,NORMAL
12.0,1,0.001,12000.0,20,1,0,0,1.0,0.11,3.7,MALWARE_C2
379.3,10,0.001,3793000.0,80,1,0,0,0.1,0.03,57.23,NORMAL
0.0,252,0.001,0.0,6449,1,0,0,0.0,0.0,0.0,DOS_ATTACK
0.0,266,0.001,0.0,23,1,0,0,0.0,0.0,0.0,DOS_ATTACK
0.0,294,0.001,0.0,35900,1,0,0,0.0,0.0,0.0,DOS_ATTACK
183.0,1,0.001,183000.0,21,1,0,0,1.0,0.21,34.24,MALWARE_C2
17.6,5,0.001,88000.0,44822,0,1,0,0.2,0.05,2.41,NORMAL
1366.0,2,0.001,2732000.0,80,1,0,0,0.5,0.06,139.7,NORMAL
18.0,1,0.001,18000.0,48468,0,0,0,1.0,0.05,1.76,PORT_SCAN
0.0,211,0.001,0.0,35103,1,0,0,0.0,0.0,0.0,DOS_ATTACK
217.0,4,0.001,868000.0,80,1,0,0,0.25,0.06,68.19,NORMAL
0.0,216,0.001,0.0,54429,1,0,0,0.0,0.0,0.0,DOS_ATTACK
0.0,1,0.001,0.0,23450,1,0,0,1.0,0.24,0.0,PORT_SCAN
0.0,145,0.001,0.0,48921,1,0,0,0.01,0.0,0.0,DOS_ATTACK
0.21,508,0.001,107000.0,48199,0,1,0,0.0,0.0,0.03,NORMAL
0.0,1,0.001,0.0,23,1,0,0,1.0,0.28,0.0,PORT_SCAN
4115.25,4,0.001,16461000.0,80,1,0,0,0.25,0.09,900.08,NORMAL
0.0,140,0.001,0.0,43841,1,0,0,0.01,0.0,0.0,DOS_ATTACK
0.0,212,0.001,0.0,58308,1,0,0,0.0,0.0,0.0,DOS_ATTACK
4.85,20,0.001,97000.0,3668,0,1,0,0.05,0.01,0.29,NORMAL
283618.0,1,280.0,1012.92,20,1,0,0,280000.0,81821.27,71921.38,MALWARE_C2
12.0,1,0.001,12000.0,20,1,0,0,1.0,0.12,3.43,MALWARE_C2
0.0,1,0.001,0.0,12637,1,0,0,1.0,0.15,0.0,PORT_SCAN
0.0,290,0.001,0.0,79,1,0,0,0.0,0.0,0.0,DOS_ATTACK
20.98,41,0.001,860000.0,80,1,0,0,0.02,0.0,5.89,NORMAL
753.0,1,282.0,2.67,21,1,0,0,282000.0,51683.27,253.08,MALWARE_C2
0.0,221,0.001,0.0,37562,1,0,0,0.0,0.0,0.0,DOS_ATTACK
56.56,18,0.001,1018000.0,80,1,0,0,0.06,0.02,9.84,NORMAL
44.0,1,0.001,44000.0,23,1,0,0,1.0,0.38,2.73,DOS_ATTACK
1719.31,13,0.001,22351000.0,80,1,0,0,0.08,0.03,93.22,NORMAL
0.0,2,0.001,0.0,60295,1,0,0,0.5,0.13,0.0,MALWARE_C2
36.0,1,0.001,36000.0,59953,1,0,0,1.0,0.32,7.89,PORT_SCAN
1167.67,3,0.001,3503000.0,80,1,0,0,0.33,0.05,253.39,NORMAL
103.9,10,0.001,1039000.0,80,1,0,0,0.1,0.03,22.51,NORMAL
0.21,511,0.001,107000.0,19911,0,1,0,0.0,0.0,0.02,NORMAL
0.0,3,0.001,0.0,41634,1,0,0,0.33,0.03,0.0,PORT_SCAN
920.33,3,0.001,2761000.0,80,1,0,0,0.33,0.13,249.48,NORMAL
0.0,290,0.001,0.0,20306,1,0,0,0.0,0.0,0.0,DOS_ATTACK
12369.0,1,0.001,12369000.0,80,1,0,0,1.0,0.12,1087.82,NORMAL
0.0,213,0.001,0.0,49831,1,0,0,0.0,0.0,0.0,DOS_ATTACK
15713.75,4,0.001,62855000.0,80,1,0,0,0.25,0.09,3638.25,DOS_ATTACK
251.0,1,0.001,251000.0,42011,0,1,0,1.0,0.39,22.19,NORMAL
125.0,1,5.0,25.0,27142,1,0,0,5000.0,680.78,6.99,MALWARE_C2
0.37,279,0.001,104000.0,4599,0,1,0,0.0,0.0,0.06,NORMAL
115.65,17,0.001,1966000.0,80,1,0,0,0.06,0.02,28.74,NORMAL
0.0,508,0.001,0.0,12355,1,0,0,0.0,0.0,0.0,PORT_SCAN
759.0,1,283.0,2.68,21,1,0,0,283000.0,92251.98,159.58,MALWARE_C2
0.0,242,0.001,0.0,33395,1,0,0,0.0,0.0,0.0,DOS_ATTACK
0.0,160,0.001,0.0,60578,1,0,0,0.01,0.0,0.0,DOS_ATTACK
0.0,511,0.001,0.0,13910,1,0,0,0.0,0.0,0.0,PORT_SCAN
103.0,11,0.001,1133000.0,80,1,0,0,0.09,0.03,6.47,NORMAL
0.21,509,0.001,107000.0,54712,0,1,0,0.0,0.0,0.03,NORMAL
38.33,21,0.001,805000.0,80,1,0,0,0.05,0.01,5.02,NORMAL
3466.0,2,0.001,6932000.0,20,1,0,0,0.5,0.05,251.6,NORMAL
0.0,205,0.001,0.0,18216,1,0,0,0.0,0.0,0.0,DOS_ATTACK
125.0,1,3.0,41.67,22797,1,0,0,3000.0,432.22,36.66,MALWARE_C2
98.2,5,0.001,491000.0,80,1,0,0,0.2,0.06,5.59,NORMAL
0.0,131,0.001,0.0,26950,1,0,0,0.01,0.0,0.0,DOS_ATTACK
3235.0,1,0.001,3235000.0,80,1,0,0,1.0,0.27,1031.11,NORMAL
